,text,HS
2005,arseto kunyuk cari panggung,0
4618,sumber daya alam indonesia miliki sepenuhnya asing merebutnya,0
5593,mendung untung menyinari hatiku,0
3111,selamat pagi politisasi puisi menimpa calon gubernur jawa ganjar pranowo informasi hoaks arus utama informasi diterima masyarakat pilkada ganjaryasin,0
5935,matanajwadebatjaka a urusan bacot anis nya juaranya makan bacot jaka a haha paslon aneh gede bacot doang,1
4274,sepe i lahir berbicara soeha o l keahlian cebong 1 tukang tipu cebong gitu goblok ketulungan plonga plongo mengakibatkan optimisme 2019gantipresiden plongaplongo dunn,1
8715,sibuk ngewe,0
3977,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival,0
8598,woiii kret geli gue lihat lu belagu orang songong penci jidat hah,1
11239,sembunyikan setan loh mending main bareng sudoku deh,0
9155,belajarlah timor leste pribumi pemilik kedaulatan timor leste etnis cina penghianat perompak ahok,1
2768,universal ngomong kitab suci bera i kitab suci menistakan kitab suci al qur an salah kitab suci agama islam tdk keraguan,0
11037,info terbaru berita berita ekonomi bisnis keuangan perbankan,0
6608,besok prabowo mencalonkan presiden teriak teriak nkri harga mati dipercaya ya,1
1581,kafir a,0
8716,2 menurutmu mahasiswa aktif mengikuti kegiatan kus kuchat,0
3378,cie narik narik gatot nurmantyo bersaing jokowi nih gak pas tni aktif loh 2019 prabowo ditinggalin,1
11485,pro pemerintah langsung dicap kafir komunis pro asing nmelek matanya rie,1
9220,wilujeng enjing hayu ah bari minum kopi menonton seni budaya sunda wayang golek dimana anu hadir,0
1005,rute pondok cina gang sentiong keberangkatan pe tersedia 04 28 wib tks 2,0
7801,komunis sederhana memaksakan kehendak aturan contoh memaksa pakai e money komunis banget rezim komunis,1
1453,rezim jokowi tembakan yona 2 kali,0
4506,ungkapkan anggota komisi iii dprd kota cirebon jafarudin ditemui gedung dprd ja far penyelamatan benda cagar budaya identitas kota sejarah cirebon,0
4535,aparat alat kekuasaan panik aparat pelayan masyarakat pelayan penguasa dasar hukumnya tenda disita kisah supriadi pemilik becak tenda 2019gantipresiden,0
11660,ah pencitraan ya,1
7627,jancuk,0
9766,kret kret braninya ml doang lo gue jolok jolok mata lo taik haha cumabercandagaiss ,1
7752,musuhen sak modarmu rasanonosak jebole cocotmu kelangan konco 1 bajingan koyo koe ra rugi,1
5522,incumbent wapres nya takut backstab cak imin romi haha keahlian cebong 1 tukang tipu cebong gitu goblok ketulungan plonga plongo mengakibatkan optimisme,1
1718,ngentot,0
56,gue nete,0
5020,yahudi bosku 100 jgk,0
8591,islam indah kristen nkasih katolik lembut hindu ncinta budha dmai jngnlah nrsak tali persaudaraan dmi nkpentingan pribadi,0
13068,gue demen semoga calon wakil presiden mendingi jokowi celah bani oposan merusak kebersamaan koalisi pengusung joko widodo semoga mendongkrak suara,0
10056,klik,0
3662,gppalah sadar insyaf calon presiden dukung dipemilihan presiden 2014 kemarin sontoloyo,1
9303,kpk periksa gubernur sumut cawagub ijeck shah,0
940,ga ga orang kayak sekolah sekolah negeri nyg benaran beragam kayaknya sekolah sekolah kristen mahal kaya miskin etnis,0
1594,salah bangsat pengecut indonesia nyang didukung bangsat pengecut bani onta grupnya kabur arab sono ningat tuhan tidur berbuat surat pemberitahuan tahunan ahok pal,1
1428,namanya simpang susun bundaran semanggi oom habib waras dasar kungan oom,1
2750,namanya prri susah gang pki,1
6651,hahaha bikin menonton ikutan sarap sepe i dadan main main gitar,0
2914,matamu picek buktikn hoaks buktikan km melorot otak,1
4384,bangga iya pacaran bekas gw hahahaha gue mantan kayak tai mainan bekas terpakai ckckck,1
8526,baca mas beli menyamakan islam hindu beliau tdk menilai islam kacamata hindu nbeliau menja,0
4457,pura pura budek nanya,0
7579,anies sandi produk saracen ,1
13073,jaman smp negeri boyolali satunya murid katolik seangkatan gurunya agama menyambi 2 sekolah kadang kali saking gabutnya pelajaran agama islam diketawain ata,0
5402,sean idiot malu ya umbar kegoblokan berulang ulang,1
10904,prabowo ketularan mencla mencle amien rais ,1
7807,yg dongok kaum kafir hahaha,1
12036,ga bosan memaki gila,0
6664,2 presiden indonesia negara kokoh kuat ulama umara nya beriringan a menjaga tali silaturahmi jokowiajakulamasejukkanpilkada,0
6567,ya mbak mbak mas mas kebelakang mengulas sejarah pancasila ndan negara terbentuk pancasila pki bera i pki berketuhanan,0
7014,kenal glamor jing homme kemana tai agency anjlok nya bacot makany mengaca dl,1
10726,mendengar kisah presiden soekarno masjid ditutup pemerintah uni soviet mari simak informasi nahdlatululama islamnusantara islam nu aswaja soekarno indonesia nikitakruschev unisoviet,0
2238,udik gue habis minum soda langsung sakit tenggorokan sih kemarin paketan minumnya soda ya lemon langsung kayak pilek sakit tenggorokan bangun tidur minum es es kesan gulanya curan sensitif,0
12586,matanajwadebatjaka a anies meninggalkan ketenangan ketulusannya debat malam agitatif licik semoga kalah anjing,1
10886,pendapat om rocky cenderung ketinggalan coba bayangkan 8 anak bangsa berpendapat kitab suci fiksi diyakini menista agama diproses hukum,0
2970,tua dongo,0
4686,tolong dokter bantu periksa penyakit diderita polisi tulisan 2019gantipresiden alergi dimedan wabah khusus diderita polisi please,1
3144,kungan,1
5822,suka lucu orang bilang karna ahok penjara jaka a ancur bera i gubernur pengganti becus hahaha,1
8143,kerjanya membolak fakta yahudi musuh aswaja zaman yaman syiah perangi x8,0
7652,papah matamu picek,1
2604,seblak pusing mencret,0
11325,pengen bilang jancuk,0
3594,btw melewati fase pe anyaan2 atheis mendorong iman tkt ihsan insyaallah tergoyahkan menghadapi bani ateis liberal,0
2027,bangkai kian membusuk lakukan hirup cari hirup diamkan nsama bangkai kian membusuk mencari kekesalannya berbau,0
5704,wkwkwkwkwkkw geblek ih kzl,0
10035,sipit sipit bantat kayak seungmin,1
7994,ngerusak jadwal lo teknisi rumah pagi sore ditungguin kacrut dah,1
10682,orang suka memaki jokowi pki antek cina asing asing haha,1
12854,bom 200 nih,0
7700,kenali menge i bajingan sepe hati perasaan,0
6103,hajar bela nomor2koruptor cuihhhhhh ,1
1902,minimnya sentimen positif domestik terkait makroekonomi moneter a meningkatnya laju usd menghambat potensi kenaikan rupiah,0
8333,busuk jijik,0
12043,oke jablay jablay mu,0
3478,memasang jepretan racun tikus coba perhatikan rumah sisa makanan berserakan sah berceceran ya heran tikus tikus berkeliaran tikus masuk rumah te arik bau makanan non,0
5341,diktator jokowi jongos organisasi jagal manusia nahdatul ulama,1
7462,gue memilih langsung menyebut gue gue keperluan gue whatsapp orang pe kalinya,0
10960,siklus couple an n beda n asing n break n break up ndah nkalau sepe i coba terbuka nya nya komunikasi ketidak pekaan,0
4166,ganteng ganteng sarap,0
6500,nih kunyuk meributkan kawinan anak jokowi y l nmake mah,1
5225,mz sa pakai kacamata petang situ senyum gantengnya keliatan menyapa ya menyapa budek hhhh n diomongin mas mas kolam berkali disenyumi judes buang muka mulu n buang muka,0
3768,intine buka buka kolom komentar isine manusia manusia seng isok ngempet atine,1
11860,mainan hole cari titit,0
2694,murka anjir main handphone mati,0
1058,kecoak berbicara juntrungannya ya gue tinggal mutu berbicara orang dungu kayak ente,1
7079,waspada letjen purn suryo prabowo situasi situasi jelang g30s pki ,1
6991,dear perhatikan konsep argumen sih jauhlah konsep aidit pa ai komunis indonesia konfrontasi masjumi audrey kahi,0
8699,pemerintah cabut perpes tenaga kerja asing,0
10118,tg rupiah mengakui mengakui nitrogliserin ya sori orang orang menyadari mengetik banci naksir dicemburuin hdh,0
8488,selamat berenang kolam cebong,1
13020,semoga historinya inggris menghadiahi yahudi sisa pd2 wilayah israel skrg,0
3542,ajarannya sama2 bersumber kitab weda beda tafsir 5 dasar kepercayaan percaya brahman atman karma reinkarnasi moksa nkl ritual raya sembahyang kebanyakan,0
4468,halah palingan dikasih pap nenen memek doyan munafik deh nheh upil dimana kucing garong dikasih ikan asin ya doyan doyan aja,1
10041,gubernur dki jaka a anies baswedan be emu presiden turki recep tayyib erdogan menunaikan salat jumat mesjid sultan ayyub istanbul turki jumat,0
7712,perkerja lokal cari patut disalahin pekerja asing beda bicarakan cari solusi,0
10239,memfitnah jenderal memfitnah prabowo menyudutkan umat islam situ pki ya ,1
10861,cewek bejat banget sih cy,1
3536,pa ai sompret bubar pilih,1
8325,kalo caitlyn jenner pacaran perempuan jg transgender ya,0
12753,masyarakat terprovokasi isu sara dimainkan aktor jahat mari akal a hati fikirkan akibat fatal penggunaan isu sara nashobiyyah membela membabi buta kelompok golongan dilarang islam,0
12154,enaknya kesusu cutepasutri naked toge nude puting sange bugil tantebinal tantemontok amateur tantesemo,0
1588,gt v eek conqueror bangsat gt v bantu gue karma dendi delio i need best jungler,1
4155,kepungistana mari lengserkan orang no 1 ina jokowi orang daftar calon pegawai negeri sipil enak daftar calon pegawai negeri sipil mudah dibuka,1
4420,pede banget sih pantat panci,0
7929,ketersediaan infrastruktur meningkatkan kualitas hidup mendorong pergerakan ekonomi daerah mengurangi biaya logistik memunculkan pusat pe umbuhan ekonomi jokowisekalilagi,0
3836,yg mirisnya cowok be iga anjing anjing anjing anjing anj cowo loh sanggup ya mulutnya merumpi diam kayak congor bebek se film nya habis anjiiirr kesal ubun ubun ketahan hati enak ikutan emosi apalah,1
9731,bawaslu kolaka te inggi pelanggaran asn pilkada akuseruji pilkada,0
9091,bikin cacat roh berbicara bilang menyesal tinggal orang kayak hargai,0
12117,umat muslim indonesia menentang keras kpd jokowi megawati dgn rezimnya kapolri kapolda lengserkan jokowi,1
2611,sekolah agama pengukur iman,0
7742,yudas sih ntapi kebanyakan protestan sih bilang saudara kandung kalo katolik ya bilangnya sepupu,0
2100,yai ma ruf amin salah ulama hadir maulid majelis rasulullah pe kali diadakan monas alhabib munzir almusawa menjuluki yai ma ruf gerahamnya ahlusunnah wal jama ah,0
8669,goblok lu rizieq tukang bikin onar wajar orang muak siang teriak takbir malam chat mesum munafik tuh bikin orang bodoh kayak lu lha istri,1
4087,kelompok tani binaan kelompok tani pe pemanfaat fasilitas sub kontrak kawasan berikat bea cukai fasilitas presentasikan presiden ri joko widodo selasa 27 3 welly,0
8687,minimal antek keras aliran berakidah islam,0
7663,tau sih cantik pengagum tengkuzul kacrut,0
3339,bajingan iya sebutan orang kayak ahsudalah,1
8550,pilih d nista agama teman koruptor korup,0
973,cari simpati umat muslim jabar pemilihan presiden 2019 mudah an ulama  umat islam jabar terkesima  terpengaruh trik gaya kemunafikannya sih mukidi,1
10114,andre onta mate hajar,1
5908,bubarkan panitia khusus dewan perwakilan rakyat nya rakyat rugi bayar pajak gaji kerja nya sibuk kepentingan sndri,1
11215,prabowo subianto calon presiden abadi gagal maju ,1
9989,cebong dongokkkk,1
7209,segi pandang agama menganggap agama irasional nyata krn irrational dgn segi irrasionalitas yahudi kristen islam hindu animisme,0
1657,ga pikir keluarga korban bom saudari saudari otaknya dengkul kzl ya,1
10799,sumpah ya suka orang norak gini nkalau berisik sewa studio gatau udik ew,1
8285,titit ku sakit jebolkan mulu g,0
10943,lee teorinya netfli eason 2 kacrut terbukti nih,0
8039,ihhh bego dah lesbi guaa,0
7737,didik mukrianto pilkada langsung demokrat jadikan perppu era sby acuan,0
2662,inget km tau nbut i need belong to someone hahaha agony of loneliness huh teori nya kassin nih geblek,1
3600,ppp buru buru tolak wacana pilkada dprd,0
2273,nowpepatahpetitih sucipto hadi purnomo dosen budaya jawa jurusan sastra jawa unnes tema aja gumunan aja getunan aja kagetan aja aleman,0
1984,cinta direkayasa bocah disulapnya dewasa budi kayak adat budaya terjaga,0
11299,tl gua gada yg dapet tiket ribuan tiket full booked tuh tuyul,0
12045,jalan era raya tulisan prabowo presiden presidennya tolong liput,1
12379,deh pencitraan jokowi,1
3021,suka payudaramu n dasar ajar kau menarku nlalu dipamerkan dipuji nbrengsek,1
9367,ekonomi salah ilmu sosial mempelajari aktivitas manusia berhubungan produksi distribusi konsumsi barang jasa,0
4889,lupa twitter instagram foto komen ih cantik cantikan,0
6123,jancuk momen buka instagram sengaja lihat cerita doi laki laki ndan ditambah cantik and bahagia banget huewwwww,0
7860,jokowi mundur,1
7489,sikap diharapkan 65 papua lgbt hak hak sipil berani bilang pa ai komunis indonesia bersalah papua berhak merdeka lgbt dihargai eksistensi  hak2nya hak sipil dipenuhi aja orang bebas bersikap bergantung,0
3751,biar cepat mati cucumu sontoloyo,1
2541,keren habis,0
7693,bangkai tikus maksudnya lis wkwk,0
11005,ass 2024 presiden,0
8613,selamat siang rute jaka a kota pondok cina tersedia 11 05 11 20 11 35 12 03 12 25 12 35 wib tks,0
2593,mari pecat ahok gubernur jaka a bikin rusuh konflik negeri dibohongi ahok,1
1292,timses pasangan calon pilgub jatim 2018 apresiasi debat kandidat,0
11170,bersikap keraslah cina kafir ,1
5440,yg voting malingsia cok jancuk pki,1
8197,liat memek horny say,0
4370,issue issue pki muncul sehubung pemilihan presiden bentuk kanye murahan,1
10668,mencucikan piring orang jijik makannya bersih ya aturannya kayak melanggar ya gue lakukan,0
10349,rakyat susah kuli pernyataan prabowo subianto dikritik keras netizen calon presidenabadi,1
11842,ya pokoknya lu sinting,0
9771,jokowi komunis kapitalis ,1
12097,sayangnya kunti ditebas,0
9326,prof menyikapi orang orang kristen rumah rumah muslim menyebarkan agama kristen sekte johovah,0
6230,sekumpulan teman penista agama ntdk empati korban banjir koar koar memuji jujungannya ,1
96,kena tagar kepanasan kepo banget 2019gantipresiden,1
6309,ide persamaan derajat berasal era reformasi luther abad 16 menolak dominasi politik ekonomi gereja katholik mengajukan konsep menolak legitimasi religius kaum pendeta katholik demokrasi,0
8777,pers program berkesinambungan buang islam indonesia manfaatnya,1
1338,pecunio membawa arah tujuan membentuk pasar keuangan n pecun io ico,0
2773,ra asing yo,0
5217,benci racun tekannnn kaaaaaa baahahahahahahahahhahah fak yahudi,1
2949,aamiin yra salam gie utk pencerahan bangsa  perubahan indonesia,0
10364,rezim sederhana merakyat suka kritik koreksi rakyat opinikan menerus media pro diktator,1
4427,tolol njink,1
10249,teramat alasan menghimpit penguasaan materi berselubung agama nasionalisme ideologi ai politik warna kulit dada sesak asap bom mata terhalangi pekat debu pandangan terbentur kaca tembok,0
3633,warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 sebabaduy2018,0
7559,hajar jokowii,1
7085,anak pacarannya menonton anak kuliahan pacarannya laptop,0
8685,serigalanya jablay wkwkwk,0
4925,mentri bumn dewe miskin prestasi conflict of interest gini dipe ahankan pres jokowi,1
7297,kunyuk nya gak berani pulang cecunguk2nya setia menunggu hahahaha asli ngakak,1
9672,aturan salah yak biar lapor agama aja nyebut yg tersinggung 5 agama,0
951,bodat komunis tolol,1
3152,dah percaya yng anti aseng,0
9534,rakyat indonesia jutaan nyari pengganti jokowi bingung otak buntu nih cebong,1
6538,alumni demo tuh bawang asing impo wkwkwkwk,0
6944,memek basah nih bang abang memasukkan udah tahan ah ah ah,0
7203,yaudah maunya pantat panci,0
10140,kret nih sih jimmy loe duit meniru ulama ulama goblog2in loe goblok bin bahlul mendingan copot atribut atribut palsu loe ganti seragam cebong loe mati sengsara azab allah aamiin loe lihat,1
1836,whahahaahaha mantap intinya ngentod,0
10898,monmaap hubungannya tes dna pki ideologi pandangan politik diturunkan genetik,0
12841,rupiah melempem dagang te ekan data ekonomi as positif,0
828,kalo sehati cacat,0
9385,morgan agama yahudi kristen islam suku maya hindu budha mencari kiamat thestoryofgod,0
8795,selamat merebut tambang emas papua cengkeraman asing bravo,0
5660,jelang pilkada perhatian gubernur kalteng,0
9332,bilang bajingan dikasih surat cinta kpi si,0
4611,tirulah gd menghargai pemeluk kristiani bera i menerima penjajahan bangsa eropa barat negeri khatam sejarah romawi barat  romawi timur kekaisaran byzantium kristen aduh upaya p,0
6407,ccd on 140 karakter,0
1584,pekerja asing,0
12626,apapun tema debat berlawanan kelompok fpi bumi datar kelompok pro prabowo,1
8928,pemerintahan gus ipul puti memperkuat program nawacita presiden jokowi jawa timur kabeh saudara kabeh makmur salam2jari gusipulputisantun,0
11765,se7 lbp kpu tetapkan 1 tema 2019gantipresiden 2019presidenbaru luhut prabowo maju bawa tema agama,1
2307,insyaallah coba tanggal 24 mei lihat diperbaiki airpo ajati menung 5 6 juta penumpang airpo terbesar soekarno hatta presiden,0
9518,ketua cebong kiraan pinter taunya modal link kik kik kik s3 lowh,1
1826,bilang gituh berbicara umat beragama bodoh bilang umat islam gituh logika goblok kalo bilang kitab suci parah a inya menghina agama k,1
1128,norak kungan nagita slavina ibunda ayu ting ting doakan ,0
1335,oke baiklah esok koi lancarkan bom atom katil 2 sok make sure iya bilik iya esok k bye,0
11686,monyet prabowo lucu,1
1083,kelebihan orang tau tun chedet turn tau nak pm,0
10152,dasar goblok tolol nkri dipimpin manusia turunan onta cari pemimpin wni asli pintar berbobot turunan onta otaknya isis,1
9712,bani kret dungu kontrak stop sanggup gaji ribuan karyawan nya lu sanggup beli alat super canggih gali emas dsana ujung nya iyalah pemerintah,1
12608,bubarkan hti korupsi mulu,1
9725,bukti nyata cina indonesia antek penjajah,1
13154,adik tengok sekeliling adik nak cam agama first impression je naku cakap muka cina buddha india hindu melayu islam,0
3330,orang islami membangun narasi pendapat berbeda liberal sekuler munafiq antek asing,0
1071,dasar celeng,1
7900,ekonomi merosot utang bengkak bumn dijual jokowi mundur chirpstory ,1
13041,maklum cebong daya ingatnya separo,1
11074,eh sori banget nih milton j bennet s3 bilang simpati empati goblok,1
4279,ya bagiku mabuk minuman keras pelajaran contohnya sih syamsudin n oh mabuk sepe i biar goblog kukira,0
3505,ayo penjarakan koruptor sumber waras,1
3284,hati pa ai persatuan indonesia mempraktikannya tuh msjid2 psantren2 huuuft kabuuurr 2019gantipresiden 2019gantipresiden,1
6301,masak eh ajak ngentot sialan ,0
2250,mencalonkan presiden ri 2019 akar rumput memenangkan presiden ri 2019,0
3586,allah swt benci kafir mengajarkan cocok cocok penis istri gemar mengazab menjanjikan rasan,1
12824,mengisukan jokowi kafir antek asing antek asing mempan isu pki alat isu,1
2142,pembuktian kesekian mr presiden antek aseng  asing,0
5016,pro komunis indonesia komunis ,1
9375,tgb dukung jokowi lupa fiktif tgb dimaki maki bandara singapura wni tionghoa tokoh fiktif,0
4770,masal kena kutuk group hahaha kang nye,0
4871,bodo eh hahahhahahhhhahahaha badu arhhh ngayah pangan ketu ku nemu d cringe sial,0
1854,krn memilih main rusia turki cina sih ta eaven nalias 48g angkat lightstick mu kawan sayidan jalanan tuangkan air kedamaian,0
11801,mengukur kontol nggak,0
6022,buru buru deklarasi prabowo serap aspirasi ulama habaib,0
13143,wkwkwkw cacat ahhhh,0
3325,kamar guru mushola nnah kristen berdoa aula kristen naku teman kristen sih a si a tolong guru ambilkan casan laptopnya ndan tempatnya,0
5940,berita bom teroris terdengar sepe i kemarin lusa wilayah surabaya barat penggerebekan terduga teroris kucari beritanya internet lokasi heboh berita,0
1116,gerombolan pa ai keadilan sejahtera booking pecun hotel travel fashion hotel area gunung sahari plus markas aleksis tumbal pencitraan sisanya amankan wan abud,0
10695,kacau nih kunti,0
5087,dagangan ramai april,0
11827,kau pandai jilat pantat penguasa pandai menantang org dasr pelacur politik,1
2470,iyaaa sayangkuuu sipit,0
5000,orang kristen sok tau islam lu nklo tau islam komen lu sunat komen,1
9552,bacot menyakiti orang mending bercermin,0
484,menag riset ptkin berorientasi publikasi a ikel scopus sejenisnya keluarannya tantangan umat islam ptkin pangkalan data rujukan pembangunan database ulama nusantara,0
2392,good job mr gubernur dki,0
12247,akp sukarno s h ka polsek anggota polsek panekan berdialog kepala desa milangasri panekan kantor desa milangasri menitipkan pesan kamtibmas menyukseskan pilkada damai ujaran kebencian unsur sara rabu 11 04,0
8626,jawa menyebutnya set hewan merubung bangkai,0
554,mngkin orang anggap munafik berpura terpenting berbuat,0
2248,cebong otaknya ngeres mulu hny seputaran coli,1
10956,baca,0
10163,contoh sungkan melakukannya terhitung mengambil bagiannya sih n sepe i chiya chan diam diam tangannya meremet bokong sih helai pasi,0
9862,usir keturunan cina pe ahankan pribumi arab usir keturunan yaa,1
12208,kualitas mental labil prabowo ,1
7248,acara takjil namanya bom takjil,0
386,mata gue pas sipit engga aneh pisan,0
5358,namanya congor oposisi isi mulut nya negatif pemerintahan berkuasa,1
5320,gereja katholik buku isinya lagu inkulturasi syahdu pakai irama keroncong langgam jawa melayu dolo,0
469,suciwati revolusi mental jokowi omong kosong bualan setuju  comment ,1
12906,ai oposisi zaman sby menguasai media massa prestasi sby dipublikasikan,1
8552,percaya kpk percaya susilo bambang yudhoyono demokrat demokrat korupsi ,1
5228,calon gubernur bali nomor urut 2 ida bagus rai dharmawijaya mantramengisi jadwal kanyenya menggelar sima krama titik tabanan senin 16 4 2018 mantrake a,0
11507,to nama a few trade war as china suku bunga as meningkat the fed trump s ta eformasi plan instabilitas geopolitik investor asing menarik dana pasar saham indo,0
6156,kunyuk nih pasukan tukang burjo akun nya bokep melulu ,1
6263,seram yel tikus lubang jamban,0
864,98 dolar 12 000 koar koar rezim lengser tembus 15 000 penjilat penguasa kasihan rakyat korban propaganda politikus busuk,1
12741,eeh nih o unya kafir pilih beliau ah,1
1990,zhang yi g cina disederhanakan tradisional cina pinyin yi g tanggal 7 oktober 1991 changsha hunan cina 2008 dilemparkan,0
400,perjaka jual nsok sok an booking tante idiot njir,1
12372,suruh salam susah anak babi nih oi babi nya jeezzzz,1
11942,jual amik untung teruk kali ganda charge goods and services ta ahudi,0
5790,jancuk jancuk,0
3587,berlin iqna karya seni muraqqa album era mongol iran india dipamerkan depa emen seni islam museum pergamon berlin,0
6935,udah banting gadget eeee shopeenya kacrut,1
3896,aliansi dajjal freemason gaduh sekte indonesia meluncurkan tokoh perpa aian be eriak menghina islam,0
1160,bacot,1
9274,cebong otak buntu jutaan rakyat indonesia bingung mencari pengganti jokowi,1
1800,what menulis spo ifitas salah spo ivitas ahai banci kaleng kena goreng memalukan sih gembel warnet,1
3652,tai luh,1
12413,era rejim kacung n 2019gantipresiden,1
8976,spm straight a s plus bm a bi a mm a agama a sejarah a addmath a kimia a fizik a pkee pka pkm pku a lk akaun a aamiin,0
8919,tolong pe anyaan gue ya temen gue bilang debat orang kasih penge ian cebong kacung krn dungunya tulang rusuk bener,1
2626,he hee negeri butuh orang orang jujur surat pemberitahuan tahunan rezim pengikut bani cabul  kret menghembuskan fitnah hoa provokasi  kebencian,1
4061,sinyal 4g kacrut aja,1
12756,cacad,1
855,cermati deh pedean mules toilet toilet eek tai darimna,0
2396,kalo gue mengamuk  kayak responnya edan,0
5437,dinamika politik refleksi upaya koalisi sby jenderal merah tni merebut jokowi,1
10740,pendatang po ugis mendirikan sekolah be ujuan pendidikan baca tulis hitung mempermudah penyebaran agama katolik,0
9622,pngen banget duduki kontol kayak menusuk nusuk perut kudanya didudukin bokepgratis memek ngentot https,0
2460,pas olivia nongol n lucu banget setan nshuuush noke,0
11932,sewa jablay kayaknya tuh,0
1299,kritik jokowi dianggap nyinyir bani kolam nmau mrk kritik diujungnya dukung 2 periode nlo kritik dukung a inya nyinyir haram definisi kritik ala cebi ndan nalarpun rusak parah,1
8554,salah jokowi ahok kafir kafir ateis hype e transfer protocol over secure socket layer t co v2grcuesti,1
4128,lu membuang anak ayam jablay gue mei kembalikan 3 pulang,0
327,indonesia blom merdeka indonesia dijajah orang cina takbirallauakbar ,1
12239,praktisi ekonomi salah putra terbaik indonesia diandalkan lihat tandingan setara beliau dibidang ekonomi nasional kalo profesional sepe i beliau gagal mengabdi kendala ai sistem pol,0
2554,ya gue kakak laki mulutnya lemas banget kayak banci marah nmentolo gue cangkem e,1
2141,kayak tai congor jablay lebar kayak anjing,1
2697,bajingan menjelang uts,0
10207,tri bom x8,0
6606,g rg al quran iya al quran kitab suci akinlah maksud iya ahok menista agama lo oy ga bohong dasar kapir,1
9854,sungguh rezim jokowi sadis kekuasaan soeha o berpuluhan,1
9713,kitab suci agama koh nali,0
3118,sabtu 21 4 2018 pagi masyarakat adat baduy melanjutkan perjalanan kantor gubernur banten kawasan pusat pemerintahan provinsi banten kp3b curug kota serang sebabaduy2018 dm,0
10312,dasar onta pulang arab,1
5198,setan muncul dimana heran,0
7769,,0
6868,maju anjing fanny nbabi sakit perut gelak ,1
7552,memek rapat memek ngewe ngentot sange bahancoli ,0
5576,yayasan kusnya dibangun berdasarkan asas agama katolik kristen menerima murid beragama hehe,0
12,kalo belajar ekonomi mestinya jago memprivatisasi hati orang duh ironi,0
5980,coba dicek struktur tim kanyenya anies sandi asma dewi wakil bendahara aksi 212,1
2286,belajar giat penuh dedikasi lulus ujian 3 idiot tweetdsap,0
1284,setuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara budha nusantara hindu nusantara agama nusantaranya biar seragam nkr,0
3426,kirim foto kontol full n te arik vc,0
6861,orang jaman tau pisang mengobati pusing mengamati monyet pusing,0
5876,pekerjaan lempar lempar batu bang gw kayak teman teman lo lempar lempari bus pemain pakai bom molotov,0
676,jgn percaya akun n wa 081381413774 nawal nya percaya ncamsex buktikan vc detik pas suruh tf alasan nya neko2 n ni muka nya kayak monyet ,1
2257,orang kayak tai kesalahan orang maaf,0
8246,ah tai gue aria benaran,0
8890,diam maunggg naku terpanggil gara gara lingsir wengi me as kunti,0
13044,pr buktinya lowongan kerja dikasih aseng kebanyakan bohong rakyat,1
12939,evi layanto siswi sd katolik karya yosef 1978 1984 istrinya ronaldo pardede sah,0
2494,yg mencaci ulama nya orang kafir munafik pake otak mu pekok,1
10794,gang ya kafir ya syahadat aja,0
2016,menunggu duduk melelahkan bokong berdiri jalan jalan lari,0
8374,anjing babi monggo berkenan  ,0
9848,nyang suka bisu nacap kali acuh ndan memandangmu,0
6069,beriman fiksi ulama kyai ustadz ceramahnya fiksi ayat nya fiksi,1
12202,kader kader gobloknya,1
7083,muuuaaak lihat muke si tk kepret rr goblik,1
12689,adam hawa kali kalo hawa hawa lesbi,0
7212,yeu kunyuk mt gue bales sok suci cuihwoosoeokjung,1
1209,senang nya,0
3402,aww good luck suka pusing bahas budaya populer,0
12085,merembet ketersediaan bea siswa pemerintah asing,0
10735,ya rukun warga lurah camat bupati gubernur,0
2868,forever alone tahap dewa gila babi member nih ,0
509,ehhhhh bandot lu kritik jokowi e mencret darah is ok ntpi klo lu hina fitnah ambil tindakan npak jokowi presiden pemimpin negara nlu pemimpin agama tpi salah kaprah luuuu,1
11840,tgb diyakini ciptakan pemerintahan bersih kamimautgbdrm zainulmajdi,0
1213,cont kelamin wanita terdengar memenuhi lokasi berubah wujud menjiwai perannya ndalam hati mengutuk pemburu orang orang asing mengejarnya timnya be ugas co,0
11011,kalo perdebatan hindu nusantara,0
7963,gpp yahudi,0
3590,monyet pas universitas pendidikan indonesia hidup yi wkwk,0
10760,haram tuh unsur najis nya,0
7080,kwwkwkwkwkwkwkwkkw tolol,1
6202,gue bilang babi ahok kafir gue gerombolannya babi ahok merasakan anjing2in bangsat2in,1
10490,habis pikir fanboy ahok bego bego ya nge i sejarah gang kejebak iklan maaf ya,1
2485,biarkan jokowi melindungi ahok 2019 lengserkan jokowi mantap,1
10551,ulat ulat bangkai mati api padam orang digarami api mrk 9 48 49,0
3464,cinta buta cinta mendengar fakta sepe i kotoran kucing coklat sependapat prof,0
2401,dgn ikan gurih harga mrah didapatkan lho knjngi pmpek plmbng jalan wr supratman senggol budaya tohpati,0
6627,minggu pe digitasi nminggu rektifikasi proses pembaruan pbb layouting pbb nmenyenangkan kp nbisa belajar mapinfo globalmapper arcgis autocad dimana cacat apps,0
6073,tau deh mimpi doang kayaknya lupa gua ketemu kunti nya inget,0
